Depth (ft)	Density (g/cc)
3332.5	2.5886
3333	2.5912
3333.5	2.6112
3334	2.6282
3334.5	2.6409
3335	2.6182
3335.5	2.6468
3336	2.6346
3336.5	2.6319
3337	2.6453
3337.5	2.6278
3338	2.6319
3338.5	2.6428
3339	2.6217
3339.5	2.6206
3340	2.6118
3340.5	2.5957
3341	2.5903
3341.5	2.5662
3342	2.5589
3342.5	2.6095
3343	2.6415
3343.5	2.6409
3344	2.6592
3344.5	2.6458
3345	2.6421
3345.5	2.6542
3346	2.6364
3346.5	2.6453
3347	2.6588
3347.5	2.6327
3348	2.6445
3348.5	2.6401
3349	2.67
3349.5	2.6647
3350	2.6769
3350.5	2.6795
3351	2.7257
3351.5	2.6894
3352	2.675
3352.5	2.645
3353	2.6787
3353.5	2.6555
3354	2.6551
3354.5	2.6491
3355	2.6271
3355.5	2.6115
3356	2.6124
3356.5	2.6225
3357	2.5828
3357.5	2.6361
3358	2.6136
3358.5	2.599
3359	2.5912
3359.5	2.6384
3360	2.6176
3360.5	2.6186
3361	2.611
3361.5	2.6022
3362	2.6145
3362.5	2.6481
3363	2.6231
3363.5	2.6306
3364	2.6635
3364.5	2.7002
3365	2.6669
3365.5	2.6588
3366	2.6469
3366.5	2.6538
3367	2.6624
3367.5	2.6709
3368	2.6463
3368.5	2.6866
3369	2.5903
3369.5	2.6583
3370	2.631
3370.5	2.6014
3371	2.6855
3371.5	2.6404
3372	2.6503
3372.5	2.663
3373	2.6718
3373.5	2.6584
3374	2.649
3374.5	2.5782
3375	2.6583
3375.5	2.6268
3376	2.5988
3376.5	2.6324
3377	2.6279
3377.5	2.621
3378	2.6179
3378.5	2.6426
3379	2.6686
3379.5	2.6769
3380	2.6641
3380.5	2.6526
3381	2.6738
3381.5	2.6625
3382	2.6424
3382.5	2.6506
3383	2.6494
3383.5	2.6463
3384	2.6167
3384.5	2.6129
3385	2.6208
3385.5	2.638
3386	2.655
3386.5	2.625
3387	2.65
3387.5	2.6515
3388	2.6525
3388.5	2.6528
3389	2.6423
3389.5	2.6327
3390	2.7617
3390.5	2.6526
3391	2.5824
3391.5	2.6058
3392	2.6282
3392.5	2.6442
3393	2.642
3393.5	2.6548
3394	2.6471
3394.5	2.6477
3395	2.6647
3395.5	2.6841
3396	2.6363
3396.5	2.6161
3397	2.6199
3397.5	2.6075
3398	2.6242
3398.5	2.6874
3399	2.67
3399.5	2.6612
3400	2.6616
3400.5	2.6444
3401	2.6217
3401.5	2.6323
3402	2.6499
3402.5	2.627
3403	2.6358
3403.5	2.6163
3404	2.6308
3404.5	2.6332
3405	2.6298
3405.5	2.5242
3406	2.5946
3406.5	2.6306
3407	2.63
3407.5	2.6438
3408	2.6432
3408.5	2.6483
3409	2.6384
3409.5	2.6516
3410	2.6324
3410.5	2.6699
3411	2.6293
3411.5	2.5997
3412	2.6032
3412.5	2.6016
3413	2.6134
3413.5	2.5995
3414	2.5998
3414.5	2.5361
3415	2.6475
3415.5	2.6289
3416	2.6301
3416.5	2.6005
3417	2.5912
3417.5	2.617
3418	2.6444
3418.5	2.6086
3419	2.6209
3419.5	2.5352
3420	2.5819
3420.5	2.6786
3421	2.6646
3421.5	2.6558
3422	2.6444
3422.5	2.6222
3423	2.6245
3423.5	2.6179
3424	2.6172
3424.5	2.6165
3425	2.608
3425.5	2.629
3426	2.6556
3426.5	2.6437
3427	2.6379
3427.5	2.636
3428	2.6141
3428.5	2.6152
3429	2.641
3429.5	2.5999
3430	2.6368
3430.5	2.6291
3431	2.6179
3431.5	2.6054
3432	2.6024
3432.5	2.6073
3433	2.6171
3433.5	2.639
3434	2.6184
3434.5	2.6136
3435	2.602
3435.5	2.6057
3436	2.6396
3436.5	2.6335
3437	2.5738
3437.5	2.6187
3438	2.6069
3438.5	2.556
3439	2.587
3439.5	2.6058
3440	2.6357
3440.5	2.6487
3441	2.5755
3441.5	2.6441
3442	2.6184
3442.5	2.6092
3443	2.664
3443.5	2.6592
3444	2.6438
3444.5	2.6312
3445	2.6343
3445.5	2.6486
3446	2.6485
3446.5	2.6335
3447	2.648
3447.5	2.6095
3448	2.5996
3448.5	2.6569
3449	2.6417
3449.5	2.6236
3450	2.5996
3450.5	2.6136
3451	2.6133
3451.5	2.5598
3452	2.6546
3452.5	2.6479
3453	2.6636
3453.5	2.659
3454	2.6121
3454.5	2.663
3455	2.67
3455.5	2.6408
3456	2.6441
3456.5	2.6604
3457	2.5968
3457.5	2.619
3458	2.6601
3458.5	2.6528
3459	2.6367
3459.5	2.6342
3460	2.6444
3460.5	2.6574
3461	2.6345
3461.5	2.6325
3462	2.6302
3462.5	2.6241
3463	2.6303
3463.5	2.6226
3464	2.6387
3464.5	2.6369
3465	2.601
3465.5	2.6137
3466	2.5934
3466.5	2.5842
3467	2.6264
3467.5	2.6003
3468	2.6116
3468.5	2.616
3469	2.6262
3469.5	2.6402
3470	2.6445
3470.5	2.6366
3471	2.6275
3471.5	2.6285
3472	2.585
3472.5	2.6048
3473	2.6867
3473.5	2.6356
3474	2.6188
3474.5	2.6337
3475	2.6224
3475.5	2.6359
3476	2.6206
3476.5	2.6368
3477	2.6334
3477.5	2.6377
3478	2.6403
3478.5	2.6266
3479	2.6208
3479.5	2.6301
3480	2.6348
3480.5	2.6511
3481	2.6108
3481.5	2.6195
3482	2.6307
3482.5	2.6451
3483	2.6536
3483.5	2.6643
3484	2.6508
3484.5	2.6377
3485	2.6172
3485.5	2.6219
3486	2.6021
3486.5	2.6097
3487	2.6102
3487.5	2.6327
3488	2.6344
3488.5	2.6125
3489	2.6024
3489.5	2.6532
3490	2.7043
3490.5	2.6557
3491	2.6414
3491.5	2.6224
3492	2.5935
3492.5	2.6203
3493	2.5986
3493.5	2.5909
3494	2.6028
3494.5	2.6142
3495	2.631
3495.5	2.6528
3496	2.6365
3496.5	2.6291
3497	2.5992
3497.5	2.6224
3498	2.6366
3498.5	2.646
3499	2.65
3499.5	2.6909
3500	2.6453
3500.5	2.6513
3501	2.6463
3501.5	2.6244
3502	2.617
3502.5	2.6207
3503	2.6223
3503.5	2.6125
3504	2.6251
3504.5	2.624
3505	2.646
3505.5	2.6341
3506	2.6295
3506.5	2.6117
3507	2.6256
3507.5	2.6151
3508	2.6392
3508.5	2.6169
3509	2.6407
3509.5	2.633
3510	2.6614
3510.5	2.6574
3511	2.6716
3511.5	2.6558
3512	2.633
3512.5	2.6172
3513	2.6052
3513.5	2.6718
3514	2.6486
3514.5	2.6296
3515	2.6283
3515.5	2.6582
3516	2.6673
3516.5	2.6442
3517	2.6392
3517.5	2.6507
3518	2.6696
3518.5	2.6559
3519	2.6227
3519.5	2.629
3520	2.6424
3520.5	2.6445
3521	2.6517
3521.5	2.6443
3522	2.637
3522.5	2.6336
3523	2.6327
3523.5	2.6163
3524	2.6
3524.5	2.6028
3525	2.6168
3525.5	2.6518
3526	2.6466
3526.5	2.6241
3527	2.6329
3527.5	2.6499
3528	2.6275
3528.5	2.636
3529	2.6232
3529.5	2.6586
3530	2.643
3530.5	2.6785
3531	2.6646
3531.5	2.6449
3532	2.6387
3532.5	2.65
3533	2.6028
3533.5	2.6413
3534	2.6359
3534.5	2.6257
3535	2.6154
3535.5	2.6077
3536	2.6289
3536.5	2.6221
3537	2.632
3537.5	2.6252
3538	2.5998
3538.5	2.5894
3539	2.6116
3539.5	2.6
3540	2.5956
3540.5	2.6253
3541	2.6369
3541.5	2.6674
3542	2.5568
3542.5	2.6026
3543	2.6897
3543.5	2.6681
3544	2.6413
3544.5	2.6276
3545	2.6437
3545.5	2.5664
3546	2.6064
3546.5	2.6412
3547	2.6325
3547.5	2.6563
3548	2.6516
3548.5	2.6297
3549	2.6428
3549.5	2.6218
3550	2.6291
3550.5	2.6678
3551	2.6738
3551.5	2.6585
3552	2.6455
3552.5	2.6344
3553	2.6397
3553.5	2.6326
3554	2.6158
3554.5	2.6392
3555	2.6134
3555.5	2.6091
3556	2.6198
3556.5	2.609
3557	2.5841
3557.5	2.5963
3558	2.6251
3558.5	2.6149
3559	2.6229
3559.5	2.6071
3560	2.6163
3560.5	2.6225
3561	2.6345
3561.5	2.6135
3562	2.6008
3562.5	2.6158
3563	2.6216
3563.5	2.5833
3564	2.5733
3564.5	2.6171
3565	2.6395
3565.5	2.6177
3566	2.5965
3566.5	2.5812
3567	2.6125
3567.5	2.6074
3568	2.5932
3568.5	2.6109
3569	2.5994
3569.5	2.6521
3570	2.6536
3570.5	2.6398
3571	2.6314
3571.5	2.6432
3572	2.6476
3572.5	2.6588
3573	2.6445
3573.5	2.6367
3574	2.6605
3574.5	2.6546
3575	2.6685
3575.5	2.6976
3576	2.6299
3576.5	2.6261
3577	2.6289
3577.5	2.6354
3578	2.6542
3578.5	2.6522
3579	2.6684
3579.5	2.6655
3580	2.6254
3580.5	2.6417
3581	2.64
3581.5	2.6525
3582	2.6378
3582.5	2.6411
3583	2.6331
3583.5	2.6414
3584	2.6171
3584.5	2.6224
3585	2.6543
3585.5	2.6473
3586	2.6348
3586.5	2.6285
3587	2.6365
3587.5	2.6256
3588	2.639
3588.5	2.6197
3589	2.6366
3589.5	2.6283
3590	2.6401
3590.5	2.6641
3591	2.6509
3591.5	2.6604
3592	2.6393
3592.5	2.6562
3593	2.683
3593.5	2.6665
3594	2.6577
3594.5	2.644
3595	2.6377
3595.5	2.6237
3596	2.6386
3596.5	2.62
3597	2.6183
3597.5	2.6091
3598	2.6452
3598.5	2.6782
3599	2.7016
3599.5	2.6629
3600	2.6463
3600.5	2.6429
3601	2.631
3601.5	2.6409
3602	2.6277
3602.5	2.6031
3603	2.7388
3603.5	2.6526
3604	2.6474
3604.5	2.6233
3605	2.6419
3605.5	2.6731
3606	2.6564
3606.5	2.6666
3607	2.6592
3607.5	2.6547
3608	2.6654
3608.5	2.6556
3609	2.6562
3609.5	2.6566
3610	2.6493
3610.5	2.6689
3611	2.6605
3611.5	2.6694
3612	2.6648
3612.5	2.661
3613	2.6705
3613.5	2.6721
3614	2.6465
3614.5	2.6538
3615	2.6479
3615.5	2.6576
3616	2.641
3616.5	2.6243
3617	2.6246
3617.5	2.6293
3618	2.5761
3618.5	2.6453
3619	2.6773
3619.5	2.6669
3620	2.6139
3620.5	2.6084
3621	2.5882
3621.5	2.658
3622	2.6462
3622.5	2.6489
3623	2.7297
3623.5	2.6825
3624	2.659
3624.5	2.67
3625	2.6661
3625.5	2.6456
3626	2.6319
3626.5	2.6432
3627	2.6431
3627.5	2.6231
3628	2.6611
3628.5	2.6613
3629	2.6236
3629.5	2.6541
3630	2.5807
3630.5	2.6672
3631	2.7213
3631.5	2.6637
3632	2.6618
3632.5	2.6573
3633	2.6565
3633.5	2.651
3634	2.661
3634.5	2.658
3635	2.6331
3635.5	2.6451
3636	2.6296
3636.5	2.572
3637	2.6533
3637.5	2.6574
3638	2.6527
3638.5	2.6407
3639	2.6264
3639.5	2.5852
3640	2.6076
3640.5	2.6218
3641	2.6347
3641.5	2.6398
3642	2.6837
3642.5	2.6348
3643	2.6369
3643.5	2.6422
3644	2.6616
3644.5	2.6836
3645	2.7121
3645.5	2.6763
3646	2.6766
3646.5	2.6678
3647	2.6891
3647.5	2.6755
3648	2.6404
3648.5	2.6665
3649	2.6677
3649.5	2.6633
3650	2.6728
3650.5	2.6769
3651	2.6849
3651.5	2.6871
3652	2.6836
3652.5	2.6591
3653	2.6483
3653.5	2.6343
3654	2.6498
3654.5	2.6683
3655	2.6623
3655.5	2.6328
3656	2.633
3656.5	2.651
3657	2.6544
3657.5	2.6757
3658	2.6721
3658.5	2.6745
3659	2.6696
3659.5	2.6328
3660	2.6176
3660.5	2.5404
3661	2.6374
3661.5	2.7359
3662	2.6905
3662.5	2.6325
3663	2.6246
3663.5	2.6328
3664	2.6267
3664.5	2.6375
3665	2.6314
3665.5	2.6273
3666	2.6188
3666.5	2.631
3667	2.6333
3667.5	2.6271
3668	2.6641
3668.5	2.6384
3669	2.6606
3669.5	2.6589
3670	2.6521
3670.5	2.6532
3671	2.6653
3671.5	2.6467
3672	2.6414
3672.5	2.6619
3673	2.6354
3673.5	2.6545
3674	2.6913
3674.5	2.6737
3675	2.6707
3675.5	2.6462
3676	2.6583
3676.5	2.6257
3677	2.5699
3677.5	2.5593
3678	2.6099
3678.5	2.6097
3679	2.6107
3679.5	2.6146
3680	2.5841
3680.5	2.5644
3681	2.5876
3681.5	2.6091
3682	2.5922
3682.5	2.5944
3683	2.622
3683.5	2.6312
3684	2.5928
3684.5	2.6036
3685	2.6455
3685.5	2.6481
3686	2.558
3686.5	2.6402
3687	2.689
3687.5	2.6509
3688	2.6666
3688.5	2.6945
3689	2.5564
3689.5	2.5033
3690	2.7028
3690.5	2.6796
3691	2.5175
3691.5	2.6241
3692	2.5888
3692.5	2.5146
3693	2.6697
3693.5	2.7064
3694	2.6941
3694.5	2.6579
3695	2.5875
3695.5	2.6432
3696	2.6262
3696.5	2.6534
3697	2.5916
3697.5	2.6396
3698	2.6421
3698.5	2.6307
3699	2.6442
3699.5	2.6231
3700	2.6411
3700.5	2.5367
3701	2.664
3701.5	2.7257
3702	2.6373
3702.5	2.6316
3703	2.602
3703.5	2.6007
3704	2.5827
3704.5	2.6129
3705	2.5789
3705.5	2.6029
3706	2.5986
3706.5	2.684
3707	2.6256
3707.5	2.6763
3708	2.6736
3708.5	2.6493
3709	2.6425
3709.5	2.6331
3710	2.5948
3710.5	2.5991
3711	2.6233
3711.5	2.6575
3712	2.6131
3712.5	2.6092
3713	2.5917
3713.5	2.6049
3714	2.6003
3714.5	2.6189
3715	2.6278
3715.5	2.6362
3716	2.6306
3716.5	2.6401
3717	2.6449
3717.5	2.6566
3718	2.6563
3718.5	2.6665
3719	2.6677
3719.5	2.6701
3720	2.6721
3720.5	2.6713
3721	2.6492
3721.5	2.6194
3722	2.6272
3722.5	2.6286
3723	2.6113
3723.5	2.5755
3724	2.6178
3724.5	2.6064
3725	2.6156
3725.5	2.6006
3726	2.6918
3726.5	2.6956
3727	2.6584
3727.5	2.6531
3728	2.6371
3728.5	2.6551
3729	2.6748
3729.5	2.676
3730	2.6558
3730.5	2.6502
3731	2.6624
3731.5	2.6704
3732	2.6541
3732.5	2.643
3733	2.628
3733.5	2.6388
3734	2.6492
3734.5	2.6747
3735	2.686
3735.5	2.6759
3736	2.6471
3736.5	2.6273
3737	2.6551
3737.5	2.6402
3738	2.6576
3738.5	2.6716
3739	2.6472
3739.5	2.6544
3740	2.6446
3740.5	2.6333
3741	2.6629
3741.5	2.6696
3742	2.6665
3742.5	2.6536
3743	2.6438
3743.5	2.6509
3744	2.633
3744.5	2.6167
3745	2.6099
3745.5	2.6095
3746	2.6736
3746.5	2.7839
3747	2.6958
3747.5	2.6159
3748	2.619
3748.5	2.6562
3749	2.6639
3749.5	2.6548
3750	2.6836
3750.5	2.6486
3751	2.6756
3751.5	2.6613
3752	2.6728
3752.5	2.6635
3753	2.6919
3753.5	2.6781
3754	2.6751
3754.5	2.6546
3755	2.6561
3755.5	2.6485
3756	2.6497
3756.5	2.6421
3757	2.6388
3757.5	2.6541
3758	2.6696
3758.5	2.6259
3759	2.6262
3759.5	2.6474
3760	2.6674
3760.5	2.6781
3761	2.6762
3761.5	2.6468
3762	2.6444
3762.5	2.6723
3763	2.6554
3763.5	2.6615
3764	2.6678
3764.5	2.6492
3765	2.6435
3765.5	2.6569
3766	2.6739
3766.5	2.6739
3767	2.669
3767.5	2.6709
3768	2.6652
3768.5	2.6689
3769	2.672
3769.5	2.6374
3770	2.6533
3770.5	2.673
3771	2.667
3771.5	2.6503
3772	2.6424
3772.5	2.6497
3773	2.6165
3773.5	2.5987
3774	2.61
3774.5	2.6344
3775	2.6279
3775.5	2.6594
3776	2.6676
3776.5	2.662
3777	2.6288
3777.5	2.6468
3778	2.6381
3778.5	2.6413
3779	2.6313
3779.5	2.6517
3780	2.6267
3780.5	2.6256
3781	2.6533
3781.5	2.6559
3782	2.6368
3782.5	2.6457
3783	2.6597
3783.5	2.6546
3784	2.6864
3784.5	2.6556
3785	2.6436
3785.5	2.6233
3786	2.6387
3786.5	2.6492
3787	2.6498
3787.5	2.6459
3788	2.6503
3788.5	2.6424
3789	2.6388
3789.5	2.6575
3790	2.6338
3790.5	2.6397
3791	2.6431
3791.5	2.6602
3792	2.6656
3792.5	2.6486
3793	2.6389
3793.5	2.6539
3794	2.6482
3794.5	2.6755
3795	2.6743
3795.5	2.6701
3796	2.6642
3796.5	2.6406
3797	2.6459
3797.5	2.6433
3798	2.6385
3798.5	2.6308
3799	2.6677
3799.5	2.6612
3800	2.6468
3800.5	2.671
3801	2.6634
3801.5	2.6797
3802	2.678
3802.5	2.6754
3803	2.6559
3803.5	2.6722
3804	2.6788
3804.5	2.6526
3805	2.6277
3805.5	2.6607
3806	2.6272
3806.5	2.6553
3807	2.6289
3807.5	2.6583
3808	2.658
3808.5	2.6403
3809	2.6351
3809.5	2.6468
3810	2.6883
3810.5	2.6591
3811	2.6583
3811.5	2.6607
3812	2.6603
3812.5	2.6443
3813	2.6685
3813.5	2.6593
3814	2.667
3814.5	2.6606
3815	2.6649
3815.5	2.6583
3816	2.6555
3816.5	2.643
3817	2.6556
3817.5	2.6498
3818	2.663
3818.5	2.6505
3819	2.6524
3819.5	2.6545
3820	2.655
3820.5	2.6637
3821	2.6639
3821.5	2.6499
3822	2.6384
3822.5	2.6556
3823	2.6574
3823.5	2.6356
3824	2.6342
3824.5	2.6368
3825	2.6463
3825.5	2.6697
3826	2.6749
3826.5	2.6449
3827	2.6565
3827.5	2.6578
3828	2.6758
3828.5	2.6492
3829	2.6393
3829.5	2.6466
3830	2.6686
3830.5	2.6687
3831	2.6695
3831.5	2.6526
3832	2.6504
3832.5	2.6553
3833	2.6239
3833.5	2.6687
3834	2.6704
3834.5	2.6769
3835	2.6692
3835.5	2.6649
3836	2.6629
3836.5	2.6539
3837	2.6644
3837.5	2.6492
3838	2.6653
3838.5	2.6591
3839	2.6695
3839.5	2.6594
3840	2.6649
3840.5	2.656
3841	2.6607
3841.5	2.6574
3842	2.6512
3842.5	2.6582
3843	2.67
3843.5	2.6712
3844	2.6631
3844.5	2.6849
3845	2.6497
3845.5	2.6393
3846	2.6355
3846.5	2.6455
3847	2.6523
3847.5	2.6502
3848	2.6559
3848.5	2.6535
3849	2.6597
3849.5	2.6582
3850	2.6458
3850.5	2.6596
3851	2.6573
3851.5	2.6501
3852	2.6304
3852.5	2.6223
3853	2.6509
3853.5	2.6645
3854	2.643
3854.5	2.645
3855	2.6575
3855.5	2.6644
3856	2.6595
3856.5	2.6497
3857	2.6445
3857.5	2.6438
3858	2.6256
3858.5	2.6526
3859	2.659
3859.5	2.642
3860	2.6505
3860.5	2.6538
3861	2.6658
3861.5	2.6566
3862	2.6617
3862.5	2.6627
3863	2.6744
3863.5	2.6514
3864	2.6725
3864.5	2.6619
3865	2.6524
3865.5	2.6809
3866	2.6825
3866.5	2.6902
3867	2.6722
3867.5	2.6809
3868	2.6657
3868.5	2.6579
3869	2.6542
3869.5	2.6315
3870	2.6494
3870.5	2.6482
3871	2.6363
3871.5	2.6596
3872	2.6398
3872.5	2.6375
3873	2.6658
3873.5	2.6716
3874	2.662
3874.5	2.682
3875	2.6466
3875.5	2.6487
3876	2.6791
3876.5	2.6719
3877	2.6711
3877.5	2.6458
3878	2.6659
3878.5	2.6601
3879	2.6967
3879.5	2.6924
3880	2.6665
3880.5	2.6679
3881	2.6445
3881.5	2.672
3882	2.6592
3882.5	2.6798
3883	2.7073
3883.5	2.6921
3884	2.692
3884.5	2.6495
3885	2.6547
3885.5	2.641
3886	2.6477
3886.5	2.6615
3887	2.6546
3887.5	2.6338
3888	2.6238
3888.5	2.6188
3889	2.6541
3889.5	2.6408
3890	2.6391
3890.5	2.6437
3891	2.6823
3891.5	2.6594
3892	2.6426
3892.5	2.6116
3893	2.6162
3893.5	2.6154
3894	2.6218
3894.5	2.6157
3895	2.6298
3895.5	2.6426
3896	2.6433
3896.5	2.6726
3897	2.6615
3897.5	2.6431
3898	2.6356
3898.5	2.5929
3899	2.5631
3899.5	2.6541
3900	2.6533
3900.5	2.6444
3901	2.6327
3901.5	2.6686
3902	2.6519
3902.5	2.66
3903	2.683
3903.5	2.6981
3904	2.6807
3904.5	2.6805
3905	2.6759
3905.5	2.6672
3906	2.6556
3906.5	2.6431
3907	2.6365
3907.5	2.6609
3908	2.6728
3908.5	2.6777
3909	2.6848
3909.5	2.6836
3910	2.6594
3910.5	2.639
3911	2.6234
3911.5	2.6031
3912	2.664
3912.5	2.656
3913	2.6418
3913.5	2.6771
3914	2.6839
3914.5	2.6871
3915	2.6784
3915.5	2.6816
3916	2.6587
3916.5	2.6611
3917	2.6752
3917.5	2.6637
3918	2.666
3918.5	2.6735
3919	2.6755
3919.5	2.6388
3920	2.6203
3920.5	2.6136
3921	2.6093
3921.5	2.6478
3922	2.6472
3922.5	2.668
3923	2.636
3923.5	2.6728
3924	2.6632
3924.5	2.6474
3925	2.6596
3925.5	2.662
3926	2.6284
3926.5	2.7213
3927	2.6179
3927.5	2.637
3928	2.6456
3928.5	2.642
3929	2.6196
3929.5	2.6226
3930	2.6382
3930.5	2.6405
3931	2.652
3931.5	2.6419
3932	2.6478
3932.5	2.6351
3933	2.6683
3933.5	2.6604
3934	2.6795
3934.5	2.6802
3935	2.6753
3935.5	2.6577
3936	2.6429
3936.5	2.645
3937	2.6653
3937.5	2.6464
3938	2.6726
3938.5	2.6806
3939	2.6742
3939.5	2.6689
3940	2.658
3940.5	2.676
3941	2.6955
3941.5	2.692
3942	2.6806
3942.5	2.6777
3943	2.6592
3943.5	2.666
3944	2.6674
3944.5	2.6126
3945	2.7499
3945.5	2.7326
3946	2.6262
3946.5	2.6312
3947	2.6292
3947.5	2.6408
3948	2.6449
3948.5	2.6543
3949	2.6532
3949.5	2.6463
3950	2.6345
3950.5	2.6388
3951	2.6508
3951.5	2.6501
3952	2.6478
3952.5	2.6399
3953	2.6583
3953.5	2.6451
3954	2.6436
3954.5	2.6458
3955	2.6419
3955.5	2.6509
3956	2.6562
3956.5	2.6625
3957	2.66
3957.5	2.6508
3958	2.6735
3958.5	2.6431
3959	2.6568
3959.5	2.6563
3960	2.6384
3960.5	2.6382
3961	2.6511
3961.5	2.6613
3962	2.6457
3962.5	2.6516
3963	2.6355
3963.5	2.6186
3964	2.6365
3964.5	2.6213
3965	2.6281
3965.5	2.6437
3966	2.6407
3966.5	2.641
3967	2.6422
3967.5	2.654
3968	2.6965
3968.5	2.6606
3969	2.6674
3969.5	2.6602
3970	2.6645
3970.5	2.6727
3971	2.6635
3971.5	2.6659
3972	2.6459
3972.5	2.64
3973	2.6146
3973.5	2.6291
3974	2.6643
3974.5	2.6836
3975	2.685
3975.5	2.673
3976	2.672
3976.5	2.6685
3977	2.6718
3977.5	2.7048
3978	2.6675
3978.5	2.6597
3979	2.6325
3979.5	2.6369
3980	2.6448
3980.5	2.6329
3981	2.6224
3981.5	2.6157
3982	2.6049
3982.5	2.5983
3983	2.6263
3983.5	2.6221
3984	2.6286
3984.5	2.6341
3985	2.6243
3985.5	2.5912
3986	2.5897
3986.5	2.4985
3987	2.5895
3987.5	2.611
3988	2.6495
3988.5	2.679
3989	2.5866
3989.5	2.4988
3990	2.5688
3990.5	2.7231
3991	2.7029
3991.5	2.651
3992	2.6426
3992.5	2.6325
3993	2.6336
3993.5	2.6139
3994	2.6346
3994.5	2.6546
3995	2.6619
3995.5	2.6327
3996	2.6246
3996.5	2.6161
3997	2.6235
3997.5	2.6464
3998	2.6429
3998.5	2.6301
3999	2.654
3999.5	2.6469
4000	2.6606
4000.5	2.6537
4001	2.6491
4001.5	2.6471
4002	2.6799
4002.5	2.6706
4003	2.6557
4003.5	2.6641
4004	2.6481
4004.5	2.646
4005	2.655
4005.5	2.6176
4006	2.6264
4006.5	2.632
4007	2.6329
4007.5	2.6365
4008	2.6455
4008.5	2.6287
4009	2.6346
4009.5	2.6108
4010	2.6219
4010.5	2.6283
4011	2.6378
4011.5	2.6567
4012	2.6482
4012.5	2.6262
4013	2.6046
4013.5	2.5985
4014	2.6205
4014.5	2.628
4015	2.6038
4015.5	2.6064
4016	2.6198
4016.5	2.6376
4017	2.6197
4017.5	2.6
4018	2.6251
4018.5	2.6197
4019	2.6261
4019.5	2.6268
4020	2.6234
4020.5	2.6308
4021	2.6094
4021.5	2.5982
4022	2.6086
4022.5	2.5939
4023	2.5737
4023.5	2.6059
4024	2.6493
4024.5	2.6387
4025	2.6471
4025.5	2.6454
4026	2.6443
4026.5	2.6179
4027	2.6485
4027.5	2.6432
4028	2.6417
4028.5	2.6475
4029	2.6427
4029.5	2.6359
4030	2.6398
4030.5	2.6344
4031	2.6092
4031.5	2.6041
4032	2.6048
4032.5	2.6313
4033	2.6404
4033.5	2.631
4034	2.6503
4034.5	2.6471
4035	2.6382
4035.5	2.6541
4036	2.669
4036.5	2.6651
4037	2.6554
4037.5	2.6501
4038	2.6668
4038.5	2.6553
4039	2.6778
4039.5	2.6733
4040	2.6141
4040.5	2.5662
4041	2.5533
4041.5	2.675
4042	2.7433
4042.5	2.7297
4043	2.731
4043.5	2.6647
4044	2.6503
4044.5	2.6482
4045	2.6488
4045.5	2.6512
4046	2.6442
4046.5	2.6625
4047	2.669
4047.5	2.6915
4048	2.676
4048.5	2.6659
4049	2.6666
4049.5	2.6446
4050	2.6444
4050.5	2.6687
4051	2.639
4051.5	2.6317
4052	2.6458
4052.5	2.6506
4053	2.6943
4053.5	2.671
4054	2.6655
4054.5	2.6721
4055	2.6815
4055.5	2.6735
4056	2.6738
4056.5	2.6779
4057	2.6703
4057.5	2.6698
4058	2.6482
4058.5	2.6694
4059	2.6775
4059.5	2.6844
4060	2.6519
4060.5	2.6475
4061	2.656
4061.5	2.6713
4062	2.6735
4062.5	2.6837
4063	2.6796
4063.5	2.6771
4064	2.6586
4064.5	2.6328
4065	2.6381
4065.5	2.7581
4066	2.692
4066.5	2.6592
4067	2.6571
4067.5	2.6685
4068	2.6098
4068.5	2.6205
4069	2.6178
4069.5	2.6341
4070	2.6471
4070.5	2.6483
4071	2.6652
4071.5	2.6663
4072	2.6984
4072.5	2.6495
4073	2.6278
4073.5	2.6084
4074	2.6472
4074.5	2.664
4075	2.7045
4075.5	2.683
4076	2.6914
4076.5	2.6845
4077	2.68
4077.5	2.671
4078	2.6755
4078.5	2.6647
4079	2.6506
4079.5	2.6655
4080	2.6349
4080.5	2.6413
4081	2.6535
4081.5	2.6473
4082	2.6895
4082.5	2.678
4083	2.6557
4083.5	2.6565
4084	2.6505
4084.5	2.6328
4085	2.6515
4085.5	2.6543
4086	2.6691
4086.5	2.6653
4087	2.6581
4087.5	2.6708
4088	2.644
4088.5	2.6037
4089	2.6098
4089.5	2.6552
4090	2.6388
4090.5	2.6444
4091	2.6497
4091.5	2.6568
4092	2.6231
4092.5	2.6099
4093	2.617
4093.5	2.6326
4094	2.6494
4094.5	2.6268
4095	2.6344
4095.5	2.635
4096	2.6189
4096.5	2.6266
4097	2.5383
4097.5	2.4928
4098	2.6867
4098.5	2.7622
4099	2.5079
4099.5	2.6109
4100	2.6357
4100.5	2.6461
4101	2.6422
4101.5	2.6598
4102	2.6639
4102.5	2.6445
4103	2.6396
4103.5	2.6334
4104	2.6369
4104.5	2.651
4105	2.6763
4105.5	2.6655
4106	2.662
4106.5	2.7021
4107	2.6947
4107.5	2.672
4108	2.656
4108.5	2.6371
4109	2.647
4109.5	2.6501
4110	2.673
4110.5	2.6591
4111	2.6691
4111.5	2.6656
4112	2.6548
4112.5	2.66
4113	2.6651
4113.5	2.6496
4114	2.6719
4114.5	2.67
4115	2.6741
4115.5	2.6516
4116	2.6244
4116.5	2.6511
4117	2.6497
4117.5	2.6311
4118	2.6583
